Start Date, Start Time, Subject, Location, All Day Event, Private
2017/01/30,1:00 ,최고위 간담회,국회 당대표 회의실,False,False
2017/02/01,09:00,최고위원회의,국회 당대표 회의실,False,False
2017/02/01,10:30,인재영입위원회 제1차 회의,국회 당대표 회의실,False,False
2017/02/01,14:00,2월 임시국회 개회식 및 본회의,국회 본회의장,False,False
2017/02/02,10:00,더불어민주당 교섭단체연설,국회 본회의장,False,False
2017/02/03,09:00,최고위원회의,국회 당대표 회의실,False,False
2017/02/03,10:00,새누리당 교섭단체연설,국회 본회의장,False,False
2017/02/03,11:10,바른정당 정병국 대표 예방,국회 당대표실,False,False
2017/02/06,09:00,최고위원회의,국회 당대표회의실,False,False
2017/02/06,10:00,국민의당 교섭단체연설,국회 본회의장,False,False
2017/02/06,14:00,최순실 일가의 부정축재 재산 몰수를 위한 특별공청회,의원회관 제2세미나실,False,False
2017/02/07,10:00,바른정당 교섭단체대표연설,본회의장,False,False
2017/02/07,15:00,외교안보통일자문회의 제2차 회의,국회 당대표회의실,False,False
2017/02/08,09:00,최고위원·탄핵소추위원 연석회의,국회 당대표 회의실,False,False
2017/02/08,15:00,야3당 대표 회동,귀빈식당 1호실,False,False
2017/02/09,10:00,의원총회,국회 본청 246호,False,False
2017/02/09,11:30,개인택시운송사업조합연합회 정책간담회,전국개인택시회관(강남구 역삼로17길 55),False,False
2017/02/09,14:00,대정부질문,국회 본청 본회의장,False,False
2017/02/10,09:00,최고위원회의,국회 당대표 회의실,False,False
2017/02/10,12:00,국가경제자문회의 사전회의,여의도 외백(영등포구 국회대로 72길 17),False,False
2017/02/10,14:00,대정부질문,국회 본회의장,False,False
2017/02/10,14:20,2017년 대선과 민주당의 진로-꿈보따리 정책연구원 정책토론회,의원회관 제2세미나실,False,False
2017/02/11,17:00,15차 범국민 행동의 날,서울 광화문 북단광장,False,False
2017/02/12,14:00,더불어민주당 서울시당 제9차 신입당원 아카데미,의원회관 2층 대회의실,False,False
2017/02/13,09:00,최고위원회의,국회 당대표 회의실,False,False
2017/02/14,11:30,한국노총 신임지도부 간담회,한국노총 7층 위원장실,False,False
2017/02/14,14:00,민생·외교·안보 현안 점검회의,국회 당대표 회의실,False,False
2017/02/15,08:50,선거인단 모집 선언식,국회 당대표 회의실,False,False
2017/02/15,09:05,최고위원회의,국회 당대표 회의실,False,False
2017/02/15,11:00,대한노인회 정기총회,백범김구기념관 컨벤션홀,False,False
2017/02/16,09:00,의원총회,국회 본청 246호,False,False
2017/02/17,09:00,최고위원-탄핵소추위원 연석회의,국회 당대표 회의실,False,False
2017/02/17,10:30,국가경제자문회의 제1차 회의,국회 당대표 회의실,False,False
2017/02/18,18:00,16차 촛불집회,광화문 광장,False,False
2017/02/20,9:00 ,최고위원회의,국회 당대표회의실,False,False
2017/02/21,10:30,긴급 의원총회,국회 본청 246호,False,False
2017/02/21,11:30,야4당 당대표 회동,국회 귀빈식당 1호실,False,False
2017/02/22,09:00,최고위원회의,국회 당대표 회의실,False,False
2017/02/22,15:00,'박근혜 대통령. 미리 보는 탄핵심판' 토론회,국회도서관 대강당,False,False
2017/02/23,13:30,의원총회,국회 본청 246호,False,False
2017/02/23,14:00,본회의,국회 본회의장,False,False
2017/02/24,09:00,최고위원회의,국회 당대표 회의실,False,False
2017/02/25,18:00,17차 촛불집회,광화문 광장,False,False
2017/02/27,09:00,최고위원회의,국회 당대표 회의실,False,False
2017/02/27,10:00,긴급 의원총회,국회 본청 246호,False,False
2017/02/27,14:00,사회적경제위원회 출범식,헌정기념관 대강당,False,False
2017/02/28,09:00,4+4 회동,국회의장 접견실(317호),False,False
2017/03/01,10:00,제98주년 3.1절 기념식,세종문화회관 대극장,False,False
2017/03/01,11:30,긴급 최고위원회의,국회 당대표 회의실,False,False
2017/03/01,17:00,18차 촛불집회,광화문 광장,False,False
2017/03/02,13:30,의원총회,국회 본청 예결위회의장,False,False
2017/03/02,14:00,본회의,본회의장,False,False
2017/03/03,09:00,최고위원회의,국회 당대표 회의실,False,False
2017/03/04,18:00,19차 촛불집회,광화문 광장,False,False
2017/03/06,09:00,최고위원회의,국회 당대표 회의실,False,False
2017/03/06,14:00,중부권 동서 횡단철도 건설 국회 포럼,국회 의원회관 대회의실,False,False
2017/03/08,09:00,최고위원회의,국회 당대표 회의실,False,False
2017/03/08,10:00,의원총회,국회 본청 246호,False,False
2017/03/08,11:00,3.8 세계여성의 날 기념 제33회 한국여성대회,서울시청 8층 다목적홀,False,False
2017/03/08,14:00,긴급 외교안보통일자문회의,국회 당대표 회의실,False,False
2017/03/10,09:00,최고위원회의,국회 당대표 회의실,False,False
2017/03/10,11:00,탄핵 심판 방송 시청,국회 당대표실,False,False
2017/03/10,14:00,의원총회,국회 본청 246호,False,False
2017/03/13,09:00,최고위원회의,국회 당대표 회의실,False,False
2017/03/14,11:00,더불어민주당 제19대 대통령선거후보자 공명경선 선언식,중앙당사 2층 프레스룸,False,False
2017/03/14,15:00,국회의원 워크숍(비공개),국회 본청 246호,False,False
2017/03/15,09:00,최고위원회의,국회 당대표 회의실,False,False
2017/03/15,14:00,전국장애인위원회 출범식,이룸센터 이룸홀 지하1층(영등포구 의사당대로 22),False,False
2017/03/15,19:00,전국노동위원회 출범식,의원회관 대회의실,False,False
2017/03/16,14:00,긴급현안질문,국회 본회의장,False,False
2017/03/17,08:55,대선공약 온라인 국민제안 이벤트,국회 당대표 회의실,False,False
2017/03/17,09:00,최고위원회의,국회 당대표 회의실,False,False
2017/03/17,14:00,긴급현안질문,국회 본회의장,False,False
2017/03/20,09:00,최고위원회의,국회 당대표 회의실,False,False
2017/03/22,09:00,최고위원회의,국회 당대표 회의실,False,False
2017/03/22,09:30,4.12 재보궐선거 공천장 수여식,국회 당대표 회의실,False,False
2017/03/22,10:00,인재영입위원회 영입인사 발표,국회 당대표 회의실,False,False
2017/03/22,14:00,동물권단체와 정책협약 및 동물권향상특별위원회 발족,국회 당대표 회의실,False,False
2017/03/24,09:00,최고위원회의,국회 당대표 회의실,False,False
2017/03/24,09:30,인재영입위원회 영입인사 발표,국회 당대표 회의실,False,False
2017/03/24,14:00,전국직능대표자회의 전체회의 및 임명장 수여식,당사 10층 회의실,False,False
2017/03/27,9:00 ,최고위원회의,국회 당대표 회의실,False,False
2017/03/27,4:00 ,호남권 순회투표,광주여대시립유니버시아드체육관(광주 광산구 여대길 201),False,False
2017/03/28,10:00,본회의,국회 본회의장,False,False
2017/03/28,16:00,최호열 포천시장 후보 선거사무소 개소식,포천시 중앙로 110번길 5 인재빌딩3층,False,False
2017/03/29,08:55,재외국민 투표 호소 캠페인,국회 당대표 회의실,False,False
2017/03/29,09:00,최고위원회의,국회 당대표 회의실,False,False
2017/03/29,09:20,인재영입위원회 신성장특위 인재 영입 발표,국회 당대표 회의실,False,False
2017/03/29,11:30,괴산 선거사무소 방문 및 괴산 전통시장 방문,괴산 후보 사무소(충북 괴산군 괴산읍 괴강로 14),False,False
2017/03/29,14:00,충청권 순회투표,충무실내체육관(대전광역시 중구 대종로 373),False,False
2017/03/30,13:30,의원총회,국회 본관 246호,False,False
2017/03/30,14:00,본회의,국회 본회의장,False,False
2017/04/01,3:00 ,오수봉 하남시장 후보 선거 지원,GS수퍼마켓 하남점(하남시 신장동 427-53),False,False
2017/04/02,4:30 ,전국귀한동포 제3차 대표대회,의원회관 대강당,False,False
2017/04/03,10:00,제69주년 4·3희생자 추념식,제주4.3평화공원 위령제단,False,False
2017/04/03,14:00,수도권.강원.제주 순회투표,고척스카이돔,False,False
2017/04/04,08:00,현충원 참배,서울국립현충원(서울 동작구 현충로 210),False,False
2017/04/04,10:00,긴급의원총회,국회 본청 246호,False,False
2017/04/04,16:30,故 노무현 대통령 묘역 참배 및 권양숙 여사 예방,故 노무현 대통령 묘역(경남 김해시 진영읍 본산리 19-4),False,False
2017/04/06,09:30, 광양제철소 방문(전남 광양시 제철로 1800),,False,False
2017/04/06,11:30, 국립 5.18민주묘지 참배(광주시 북구 민주로 200),,False,False
2017/04/06,14:00, 목포신항 방문(전남 목포시 신항로294번길 45),,False,False
2017/04/06,16:00, 목포대학교 도림캠퍼스 강연(전남 무안군 청계면 영산로 1666),,False,False
2017/04/07,10:00, 충남도청 방문(충남 홍성군 홍성면 충남대로 21),,False,False
2017/04/07,10:30, 내포 첨단산업단지 조성현장 방문(충남 홍성군 홍북면 산학로 57-17),,False,False
2017/04/07,13:30, 충북 일자리 창출의 중심. 바이오산업의 현장을 가다-‘메타바이오메드’ 방문,,False,False
2017/04/07,16:00, 탄도탄 작전통제소 및 공군작전사령부 방문(경기 평택시),,False,False
2017/04/07,18:30,이재명 성남시장 방문,성남시청 시장실,False,False
2017/04/08,10:00,김영태 후보 선거사무소  방문,김영태 후보 선거사무소(경북 상주시 경상대로 3045),False,False
2017/04/08,10:30, 상주 남원동 서문사거리 유세 및 거리인사(경북 상주시 중앙로 187),,False,False
2017/04/08,11:10, 상주 중앙시장 인사(경북 상주시 상산로 246),,False,False
2017/04/08,14:00,‘문재인의 강원도 비전’ 기자회견,원주시청 B1 다목적홀,False,False
2017/04/08,19:00, 경선 후보들과의 호프타임,,False,False
2017/04/09,09:30, 「내 삶을 바꾸는 정권교체」도시재생 뉴딜 정책발표 (당 중앙당사),,False,False
2017/04/09,15:00, 국민과 함께 미래를 열어가는 체육인대회 축사(우리금융아트홀 舊올림픽공원 역도경기장),,False,False
2017/04/10,08:30,국민주권선거대책위원회 회의,중앙당사 4층 대회의실,False,False
2017/04/10,10:00,'바른 경제. 더 공정한 나라. 중소기업이 만든다' 중소기업단체협의회 초청 강연회,여의도 중소기업중앙회 B1 그랜드홀,False,False
2017/04/10,14:00,'문재인과 박원순이 부르는 광화문연가' 서울시청 방문. 박원순 시장 면담,서울시청(서울 중구 세종대로 110),False,False
2017/04/11,10:00,‘내 삶을 바꾸는 정권교체’ 정책시리즈 4 - 가계통신비 부담 절감 8대 정책 발표,창원컨벤션센터 604호(경남 창원시 의창구 원이대로 362),False,False
2017/04/11,10:20,‘동남권 경제혁신의 중심. 경남’ 문재인의 경남비전 기자회견,창원컨벤션센터 컨벤션홀 III홀(경남 창원시 의창구 원이대로 362),False,False
2017/04/11,13:20,‘동북아 해양수도 부산’ 문재인의 부산비전 기자회견,부산 벡스코 컨벤션홀(부산 해운대구 APEC로 55),False,False
2017/04/11,14:40,더불어민주당 부산광역시당 불교특별위원회 평화기원대법회,금정총림 범어사 설법전(부산 금정구 범어사로 250),False,False
2017/04/11,16:10,‘울산. 동북아 산업수도로의 재도약’ 문재인의 울산비전 기자회견,울산상공회의소 7층 대회의실(울산시 남구 돋질로 97),False,False
2017/04/11,20:00,안보상황점검회의,중앙당사 4층 대회의실,False,False
2017/04/12,09:00,2017 한국포럼 “대한민국. 어떻게 바꿀 것인가!” 축사,서울 소공동 롯데호텔 크리스탈 볼룸(서울시 중구 을지로 30),False,False
2017/04/12,09:50,「내 삶을 바꾸는 정권교체」정책시리즈 5.'문재인의 경제비전' 사람중심 성장경제',중앙당사 2층,False,False
2017/04/12,10:20,2017 동아 이코노미 서밋 '4차 산업혁명의 길을 묻다' 축사,여의도 FKI 콘퍼런스 그랜드볼룸 1층,False,False
2017/04/12,11:00,"지금이 한국에 투자할 때입니다!" 문재인-주한외국경제단체(AMCHAM & ECCK)와의 대화,콘래드호텔 6층 Studio#1.2.3(서울 영등포구 국제금융로 10),False,False
2017/04/12,13:45,국회 헌법개정특위 '대통령 후보의 개헌 관련 의견청취 전체회의' 참석,국회의장실. 국회 예결위회의장,False,False
2017/04/13,10:00,제98주년 대한민국 임시정부 수립 기념식,백범김구기념관 컨벤션홀,False,False
2017/04/13,14:00,전기검침노동자 문재인 후보지지 및 더불어민주당 입당 기자회견,중앙당사 2층 브리핑룸,False,False
2017/04/14,15:30,전국금융산업노동조합 민주당 문재인후보 지지 기자회견,국회 정론관,False,False
2017/04/14,15:50,전국금융산업노동조합 정책협약식,국회 당대표회의실,False,False
2017/04/14,16:10,전국공공산업노동조합연맹 정책협약식,국회 당대표회의실,False,False
2017/04/15,15:00,대전광역시당 국민주권선대위 발대식,대전시당 건물 4층(대전 중구 동서대로 1337 서현빌딩),False,False
2017/04/16,15:00,세월호참사 3년. 기억식,안산 합동분향소(경기 안산시 단원구 동산로 268),False,False
2017/04/17,07:30,출근인사 피케팅,건대역 5번 출구 맞은편 롯데백화점 앞,False,False
2017/04/17,09:30,더불어민주당 제3차 국민주권선거대책위원회의,당사 4층 대회의실,False,False
2017/04/17,10:00,국민주권선대위 필승다짐대회,중앙당사 앞,False,False
2017/04/17,12:00,서울시당 국민주권선대위 출정식,서울산업진흥원 앞 광장(마포구 월드컵북로 400),False,False
2017/04/17,14:00,국민주권 중앙선대위원회 직능본부 발대식,의원회관 대회의실,False,False
2017/04/17,17:40,광화문 집중유세,광화문,False,False
2017/04/17,18:00,제16회 재외한인언론인대회 개막식,코리아나 호텔 7층 글로리아홀,False,False
2017/04/18,11:00,행정수도 완성 시민대책위 대표단과의 정책간담회,세종시청 5층 세종실(509호),False,False
2017/04/18,11:50,세종시 유세,정부세종청사 환경부 앞 제7주차장(세종시 어진동 103-25),False,False
2017/04/18,16:00,울산시 유세,울산 남구 롯데호텔 정문앞(울산 남구 삼산로 282. 롯데호텔울산),False,False
2017/04/18,18:00,창원시 유세,창원 상남 분수광장 앞(경남 창원시 상남동 24번지),False,False
2017/04/19,08:00,57주년 4.19혁명 민주묘지 참배,국립 4.19민주묘지,False,False
2017/04/19,13:30,대구 화물노동조합 민주당 문재인 후보 지지선언,대구시당 회의실(동구 동대구로 460. 문화빌딩3층),False,False
2017/04/19,14:00,추미애 상임선대위원장-김부겸 대구선대위 상임공동위원장. 대구지역 언론인과의 간담회,대구시당 회의실,False,False
2017/04/19,15:00,서문시장 인사,서문시장역 3번 출구,False,False
2017/04/19,16:00,칠성시장 인사,칠성시장역 4번 출구,False,False
2017/04/19,16:20,대구 북구 유세,칠성시장 네거리(NH 농협 앞),False,False
2017/04/19,17:00,2.28기념중앙공원 일대 거리인사,2.28 기념공원 소녀상 앞,False,False
2017/04/19,17:20,대구백화점 앞 유세,대구백화점 앞 민주광장,False,False
2017/04/20,13:30,광명을 유세,철산역 삼거리 2001아울렛 앞(광명시 철산로 4. 철산역 2번출구),False,False
2017/04/20,14:20,광명갑 유세,광명시장 나나약국 건너편(광명시 오리로 965. 광명사거리역 1번출구),False,False
2017/04/20,14:30,광명시장 인사,광명사거리역 10번출구(광명시장 내부),False,False
2017/04/20,15:30,부천원미갑 유세,역곡상상시장 남측입구앞 아리따움 역곡점(부천시 부일로 748),False,False
2017/04/20,15:50,역곡상상시장 인사,역곡상상시장,False,False
2017/04/20,16:30,부천소사 유세,부천역 남부광장(부천시 심곡본동 545-10),False,False
2017/04/21,09:00,제5차 국민주권선거대책위원회회의,당사 4층. 대회의실,False,False
2017/04/21,10:00,4차 산업혁명 신산업 전문가 지지선언 및 정책제안 전달식,당사 2층. 브리핑 룸,False,False
2017/04/21,10:50,과학기술인 지지선언,당사 4층. 대회의실,False,False
2017/04/21,17:00,광주도자비엔날레 행사장 앞 유세,곤지암도자공원 입구 정자 앞(곤지암읍 경충대로 727),False,False
2017/04/22,12:00,남원 유세,남원 양림단지 음악분수대앞(남원시 어현동 음악분수대. 켄싱턴 옆),False,False
2017/04/22,15:30,전주 유세,삼익수영장 앞(전주시 완산구 용리로 127),False,False
2017/04/22,16:30,익산 소상공인간담회,영등공원 內(익산시 하나로 11길 7 YMCA옆),False,False
2017/04/23,15:00,시흥 유세,삼미시장 (시흥시 신천동 738-6),False,False
2017/04/23,16:10,군포 유세,산본중심상가 원형광장 앞 (군포시 산본로 323번길22. 산본역 3번출구 앞),False,False
2017/04/23,16:50,군포 유세,당동우체국 사거리 앞 (군포시 군포로 495),False,False
2017/04/23,18:00,안산 유세,중앙역 앞 (안산시 단원구 중앙대로 918),False,False
2017/04/24,09:00,제6차 국민주권선거대책위원회의,당사 4층 대회의실,False,False
2017/04/24,12:00,찰떡모임 오찬,외백(영등포구 국회대로 72길 17),False,False
2017/04/25,10:00,포용구각위원회 임명장 수여식,당사 4층 대회의실,False,False
2017/04/25,10:30,예비역 여군 지지선언,당사 2층 브리핑룸,False,False
2017/04/25,14:00,60년민주당계승위원회 임명장 수여식,의원회관 대회의실,False,False
2017/04/26,09:00,제7차 국민주권선거대책위원회의,당사 4층 대회의실,False,False
2017/04/26,11:00,천군만마(天軍萬馬) 국방안보 1000인 지지선언 기자회견,국회본청 앞 계단,False,False
2017/04/26,14:00,농어민위원회 선대위 임명장 수여식,의원회관 제2소회의실,False,False
2017/04/26,14:50,역사와 미래위원회 정책제안식,의원회관 제3세미나실,False,False
2017/04/26,16:00,관악 유세,신림역 5번출구. 봉림교 공중화장실 옆(관악구 신림동 1433-15),False,False
2017/04/26,18:00,관악 유세,서울대입구(2호선) 7번 출구 앞(관악구 남부순환로 1822 인근),False,False
2017/04/27,14:20,중소-벤처-소상공인 3000인 지지선언,국회 본청 정론관,False,False
2017/04/27,17:00,서울 노원 유세,공릉도깨비시장 내 쇼핑센터 앞 광장(노원구 동일로 180길 37),False,False
2017/04/27,18:30,서울 중랑 유세,사가정역(7호선) 4번 출구 앞,False,False
2017/04/28,09:30,제8차 국민주권선거대책위원회의,충남도당(천안시 동남구 만남로 9 포스코더샵빌딩 313호),False,False
2017/04/28,11:00,충무공 이순신 장군 탄신 제472주년 기념행사,현충사 사당(아산시 염치읍 백암리 100),False,False
2017/04/28,13:30, 충남 예산역전 앞 유세,,False,False
2017/04/28,14:30,긴급 기자회견,충남도당 회의실(천안시 동남구 마남로 9. 포스코더샵 313호),False,False
2017/04/28,16:50,경북도민체전 개막식 유세,영천시민운동장(경북도민체전 개막식 앞. 영천시 운동장로 60),False,False
2017/04/29,16:40,광주프린지페스티벌 축제장 방문 및 시민홍보,구 도청 앞 5.18 민주광장 부근 예술의 거리 무대 앞,False,False
2017/04/29,17:30,광주 집중유세,충장로 우체국 앞(충장로 94),False,False
2017/04/29,18:30,빛고을 관등 법회,금남로 5.18 민주광장,False,False
2017/04/30,13:00,남양주 유세,도농동 부영프라자 앞(남양주시 도농로 29),False,False
2017/04/30,13:30,구리 유세,돌다리사거리 앞(구리시 경춘로 리맥스타워),False,False
2017/05/01,09:40,제9차 국민주권선거대책위원회의,동대구역 회의실 102호,False,False
2017/05/01,10:10,대구·경북 공약 발표 기자회견,동대구역 회의실 102호,False,False
2017/05/01,13:00,경북 포항 유세,포항 죽도시장(포항시 북구 죽도시장길 2),False,False
2017/05/01,15:00,대구 달성군 화원시장 유세,대구 달성군 화원읍 인흥길 33-4),False,False
2017/05/02,13:00,전국장애인부모연대 문재인후보 지지결의대회,국회본청 앞 계단,False,False
2017/05/02,14:00,5·18 민주유공자 문재인후보 지지선언,당사 2층 브리핑룸,False,False
2017/05/02,16:00,복지국가위원회 임명장 수여식,국회본청 당대표회의실,False,False
2017/05/02,18:00,사전투표 캠페인,고척스카이돔(구로구 경인로 430),False,False
2017/05/03,10:00,불기2561년 부처님 오신날 봉축법요식,조계사,False,False
2017/05/03,14:10,제10차 국민주권선거대책위원회의,부산시당 선대위 사무실(진구 중앙대로 721. NH투자증권 8층),False,False
2017/05/03,15:00,부산 부전시장 유세,부전시장 공영주차장 앞(진구 복지로 41번길 65-4),False,False
2017/05/04,09:30,탈북민 단체장 문재인 후보 지지선언,국회의원회관 소회의실,False,False
2017/05/04,10:10,영입 기자회견,당사 2층 브리핑룸,False,False
2017/05/04,11:00,사전투표,서울역 3층 맞이방,False,False
2017/05/04,11:30,남대문시장 유세,남대문시장 입구 (4호선 회현역 5번 출구. 중구 퇴계로 54 인근),False,False
2017/05/04,13:00,용산 후암재래시장 유세,후암재래시장입구 (용산후암점 파리바게뜨. 용산구 후암로 47),False,False
2017/05/04,15:00,금융제도개선위원회 임명장 수여식,국회 본청 당대표회의실,False,False
2017/05/04,16:30,재외동포 투표독려 홍보단 임명장 수여식,당사 4층 대회의실,False,False
2017/05/05,11:00,제11차 국민주권선거대책위원회의,당사 4층 대회의실,False,False
2017/05/05,14:30,강원대학교 어린이병원 방문,강원대학교병원 어린이병원 (춘천시 백령로 156),False,False
2017/05/05,16:00,원주 나들이객 인사,원주종합운동장 (원주시 서원대로 311),False,False
2017/05/06,13:50,세월호 미수습자 가족 및 유가족 면담,목포신항만 (목포시 신항로 294번길 45),False,False
2017/05/06,15:05,목포 유세,목포국제서림 (목포시 호남로 64번길 28-1),False,False
2017/05/06,16:10,강진 유세,강진버스여객터미널 앞 (강진군 강진읍 영랑로 35),False,False
2017/05/06,17:40,화순 유세,화순국민은행 사거리 (KB국민은행 화순지점. 화순군 화순읍 광덕로 180),False,False
2017/05/07,13:00,경기 분당 유세,미금역 1번출구 (성남시 분당구 성남대로 156),False,False
2017/05/07,15:00,경기 안양 유세,범계역 2번출구 신한은행 앞(경기도 안양시 동안구 호계동),False,False
2017/05/07,17:00,인천 서구 유세,정서진 중앙시장 (인천 서구 신현동 e편한세상 정문 앞),False,False
2017/05/08,09:00,제12차 국민주권선거대책위원회의,당사 4층 대회의실,False,False
2017/05/08,10:30,민주노총 산하 민주금융노조 지지선언,국회본청 정론관,False,False
2017/05/08,14:20,대구 유세,대구백화점 (중구 동성로 30),False,False
2017/05/08,16:15,대전 인사,대전중앙시장 (동구 대전로 783),False,False
2017/05/08,18:50,광화문 유세,광화문,False,False
2017/05/15,09:00,최고위원회의,국회본청 당대표회의실,False,False
2017/05/15,09:30,신임 전병헌 대통령 정무수석 예방,국회본청 당대표실,False,False
2017/05/15,14:00,중앙위원회의,중앙당사 2층,False,False
2017/05/16,10:00,제20대 국회 더불어민주당 제2기 원내대표 선거,국회 본청 246호,False,False
2017/05/16,11:00,임종석 대통령 비서실장 예방,국회 본청 당대표회의실,False,False
2017/05/17,08:50,최고위원회의,국회 본청 당대표회의실,False,False
2017/05/17,09:30,한국미래포럼 2017,전경련회관 컨퍼런스센터 1층 그랜드볼룸,False,False
2017/05/18,10:00,제37주년 5.18민주화운동 기념식,국립 5.18민주묘지,False,False
2017/05/18,10:50,민족민주열사묘역 순례,민족민주열사묘역,False,False
2017/05/23,14:00,故노무현 대통령 서거 8주기 추도식,경남 김해시 진영읍 본산리 노무현 대통령 묘역,False,False
2017/05/23,15:00,故노무현 대통령 참배,경남 김해시 진영읍 본산리 노무현 대통령 묘역,False,False
2017/05/23,15:30,권양숙 여사 예방,노무현 대통령 사저,False,False
2017/05/24,09:00,최고위원회의,국회 본청 당대표회의실,False,False
2017/05/24,17:00,서울포럼 2017 개막식,신라호텔 본관 2층 다이너스티홀,False,False
2017/05/26,09:00,최고위원회의,국회 본청 당대표회의실,False,False
2017/05/26,10:30,박주선 국민의당 비대위원장 예방,국회 본청 당대표회의실,False,False
2017/05/28,15:00,더불어민주당 국회의원 워크숍,국회 본청 246호,False,False
2017/05/29,09:00,최고위원회의,국회 당대표회의실,False,False
2017/05/29,16:30,의원총회,국회 예결위회의장,False,False
2017/05/29,17:00,본회의,국회 본회의장,False,False
2017/05/30,15:00,정의용 국가안보실장 예방,국회 본청 당대표회의실,False,False
2017/06/01,11:00,이낙연 국무총리 예방,국회 본청 당대표회의실,False,False
2017/06/02,09:00,최고위원회의,국회 본청 당대표회의실,False,False
2017/06/02,14:30,‘든든한 민주당. 국민 속으로’- 1편 : 어린이집 보육정책 간담회,하늘다솜어린이집(인천 남동구 남동대로215번길 30),False,False
2017/06/02,16:00,인천시당 공로당원 표창 수여식,인천시당 세미나실(인천 남동구 미래로 41 한빛빌딩 2층),False,False
2017/06/05,07:30,제1차 고위당정회의(국무총리 서울공관,서울 종로구 삼청로 95),False,False
2017/06/05,10:00, 최고위원회의(국회 본청 당대표회의실),,False,False
2017/06/06,10:00,제62회 현충일 추념식,국립서울현충원 현충문 앞 광장,False,False
2017/06/07,10:30,최고위원회의,전북도당 4층 회의실(전주시 완산구 홍산로 269 아데나스포츠 빌딩 401호),False,False
2017/06/07,11:00,대선승리 공로자 전북도당 표창장 수여식,전북도당 4층 회의실,False,False
2017/06/07,13:30,‘든든한 민주당. 국민 속으로’ -2편 : AI 재난 상황실 방문,군산시청 5층 재난상황실(군산시 시청로 17),False,False
2017/06/08,14:00,의원총회,국회 본청 예결위회의장,False,False
2017/06/09,10:40,최고위원회의,광주시당 대회의실(광주시 서구 죽봉대로 하이모빌딩8층),False,False
2017/06/09,11:00,대선승리 공로자 광주시당·전남도당 표창장 수여식,희망카페(광주시당 : 광주시 서구 죽봉대로 하이모빌딩8층),False,False
